date,rainfall_mm,water_level_meters,flow_m3_s,temperature_celsius,do_mg_L,bod_mg_L,nitrate_mg_L,fecal_coliform_mpn_100ml
2024-09-13,20.58,74.0,1409.62,31.63,4.92,7.09,5.55,20885.0
2024-09-14,6.34,74.0,1409.62,31.22,4.44,7.35,6.49,19849.0
2024-09-15,21.61,74.0,1409.62,31.89,4.68,6.65,5.91,20238.0
2024-09-16,4.45,74.0,1409.62,31.37,4.74,6.56,6.21,19249.0
2024-09-17,5.83,74.0,1409.62,31.52,4.95,6.94,5.93,17704.0
2024-09-18,7.3,74.0,1409.62,31.27,5.04,6.64,6.23,17342.0
2024-09-19,23.86,74.0,1409.62,30.39,5.21,5.9,6.13,18302.0
2024-09-20,10.05,74.0,1409.62,29.92,5.07,6.26,5.68,18404.0
2024-09-21,0.6,74.0,1409.62,30.1,4.73,6.78,6.43,16724.0
2024-09-22,29.06,74.0,1409.62,30.67,5.55,5.69,5.82,18383.0
2024-09-23,6.05,74.0,1409.62,30.33,5.18,6.14,5.65,18636.0
2024-09-24,39.42,74.0,1409.62,30.0,5.19,5.73,6.1,20713.0
2024-09-25,10.2,74.0,1409.62,29.83,5.28,6.18,5.96,20670.0
2024-09-26,29.67,74.0,1409.62,30.33,4.89,7.04,5.59,21188.0
2024-09-27,41.97,74.0,1409.62,29.99,4.99,6.98,6.18,24846.0
2024-09-28,1.23,74.0,1409.62,28.88,5.3,6.65,5.91,25000.0
2024-09-29,36.05,74.0,1409.62,29.38,5.28,6.08,5.42,25000.0
2024-09-30,19.66,74.0,1409.62,29.34,5.42,6.36,5.58,25000.0
2024-10-01,4.07,74.0,1409.62,29.22,5.12,6.59,5.7,25000.0
2024-10-02,1.81,74.0,1409.62,29.33,5.45,6.53,6.19,23615.0
2024-10-03,1.14,73.91,1395.74,28.65,5.17,6.28,6.16,21037.0
2024-10-04,3.87,73.83,1384.11,29.1,4.87,6.74,5.81,18780.0
2024-10-05,0.96,73.81,1381.68,28.69,5.63,6.34,5.4,18130.0
2024-10-06,0.91,73.73,1368.8,28.35,5.5,6.27,5.79,16171.0
2024-10-07,3.61,73.62,1351.94,28.15,4.82,6.95,6.02,14769.0
2024-10-08,2.09,73.58,1347.21,28.64,4.95,6.64,5.65,14212.0
2024-10-09,1.91,73.49,1333.79,28.18,5.25,6.77,5.92,13242.0
2024-10-10,1.87,73.44,1326.0,27.99,4.21,10.97,6.05,12556.0
2024-10-11,3.25,73.44,1325.64,28.07,5.47,6.44,5.28,12116.0
2024-10-12,2.55,73.37,1314.81,27.73,5.59,7.03,5.55,11470.0
2024-10-13,4.09,73.3,1303.87,28.21,5.17,6.97,5.72,11374.0
2024-10-14,4.59,73.37,1314.53,26.71,5.73,6.62,5.78,11596.0
2024-10-15,3.89,73.42,1323.19,27.0,5.61,5.96,5.93,11195.0
2024-10-16,3.13,73.5,1334.0,26.99,5.34,6.32,5.7,10916.0
2024-10-17,3.72,73.59,1347.85,27.01,5.55,6.9,6.07,10737.0
2024-10-18,4.21,73.63,1354.61,27.54,5.47,6.65,5.47,10355.0
2024-10-19,0.02,73.58,1346.88,26.69,5.89,6.14,5.99,9336.0
2024-10-20,3.92,73.45,1327.01,26.07,5.67,6.53,5.53,8996.0
2024-10-21,1.57,73.38,1317.16,26.61,5.1,6.92,5.99,8495.0
2024-10-22,2.52,73.2,1289.04,25.93,5.65,6.03,5.48,8284.0
2024-10-23,4.72,73.18,1286.76,26.55,5.29,6.57,6.16,8168.0
2024-10-24,4.81,73.27,1299.52,25.98,5.28,7.24,5.43,7479.0
2024-10-25,4.14,73.41,1320.63,25.14,5.62,6.86,5.75,7164.0
2024-10-26,4.63,73.51,1335.41,25.56,5.39,6.38,5.55,7588.0
2024-10-27,0.97,73.56,1342.95,26.18,5.42,7.22,5.41,7686.0
2024-10-28,4.69,73.59,1348.3,24.95,4.62,10.0,5.74,6947.0
2024-10-29,3.62,73.61,1351.59,25.79,5.12,6.7,5.91,7147.0
2024-10-30,3.89,73.55,1342.31,24.53,5.71,7.04,5.36,6915.0
2024-10-31,3.01,73.51,1336.53,24.67,5.31,7.35,5.59,6478.0
2024-11-01,4.61,73.52,1338.03,24.06,5.47,6.94,5.87,6579.0
2024-11-02,1.71,73.67,1360.33,23.93,5.36,6.92,6.31,6248.0
2024-11-03,2.91,73.64,1355.05,24.78,5.39,6.63,5.59,5693.0
2024-11-04,4.6,73.61,1351.61,24.63,5.61,6.6,6.05,5827.0
2024-11-05,0.02,73.63,1354.27,24.17,5.4,6.54,5.72,5406.0
2024-11-06,0.48,73.5,1334.54,23.94,5.75,7.25,5.8,4533.0
2024-11-07,1.24,73.38,1317.14,24.15,5.65,7.36,5.34,4023.0
2024-11-08,2.99,73.29,1303.01,23.26,5.63,5.65,5.94,3962.0
2024-11-09,3.8,73.33,1309.36,23.96,5.87,6.68,5.81,4369.0
2024-11-10,1.57,73.41,1320.41,22.94,6.03,6.26,5.75,4050.0
2024-11-11,0.05,73.29,1303.58,23.02,5.42,7.2,6.44,3273.0
2024-11-12,4.81,73.16,1282.91,22.65,5.87,6.1,6.0,3856.0
2024-11-13,0.13,73.23,1294.76,22.67,6.05,5.99,5.8,4104.0
2024-11-14,0.41,73.08,1271.9,22.93,6.26,6.11,5.78,4057.0
2024-11-15,3.42,72.94,1251.1,22.74,5.88,6.49,5.67,4190.0
2024-11-16,0.79,72.9,1244.16,21.77,5.89,6.67,5.75,4547.0
2024-11-17,0.76,72.72,1217.84,21.61,5.96,6.27,5.56,3116.0
2024-11-18,4.82,72.79,1227.57,21.77,5.9,5.53,6.04,3885.0
2024-11-19,4.74,72.94,1250.94,20.79,6.09,6.13,6.09,4990.0
2024-11-20,3.1,73.02,1263.32,21.29,5.96,6.93,5.92,5328.0
2024-11-21,1.72,72.98,1256.77,21.23,5.88,6.54,5.46,5114.0
2024-11-22,3.43,72.98,1256.21,20.74,5.67,7.0,5.86,4444.0
2024-11-23,3.09,73.03,1264.4,20.69,6.02,6.77,6.13,4058.0
2024-11-24,3.64,73.01,1260.57,21.07,6.21,6.58,5.5,4202.0
2024-11-25,4.66,73.04,1265.56,20.64,6.05,6.25,5.92,4653.0
2024-11-26,3.1,73.07,1270.0,20.7,5.88,6.69,6.03,4802.0
2024-11-27,3.99,73.12,1277.31,21.14,5.23,10.39,5.87,4995.0
2024-11-28,3.37,73.08,1271.13,20.42,5.71,7.46,6.01,5083.0
2024-11-29,2.8,73.06,1269.2,20.36,4.84,10.58,5.51,5145.0
2024-11-30,0.45,73.04,1265.73,19.47,5.69,6.48,5.67,4540.0
2024-12-01,4.0,72.92,1247.31,20.08,6.36,6.61,5.65,4255.0
2024-12-02,1.22,72.93,1248.7,20.39,6.59,6.09,5.66,4781.0
2024-12-03,3.97,72.82,1232.67,19.62,6.49,6.35,5.96,4055.0
2024-12-04,3.29,72.88,1241.28,19.76,6.24,6.32,5.96,4435.0
2024-12-05,3.62,72.85,1237.43,19.97,6.47,5.71,5.9,5063.0
2024-12-06,4.05,72.89,1243.87,19.38,6.19,6.61,6.02,5495.0
2024-12-07,2.05,72.86,1238.51,19.83,5.71,7.24,6.44,5209.0
2024-12-08,1.33,72.68,1211.1,19.18,6.46,6.66,5.54,4986.0
2024-12-09,1.93,72.7,1214.32,18.41,6.19,6.13,6.37,4458.0
2024-12-10,3.24,72.6,1200.31,19.29,6.14,6.5,5.95,4915.0
2024-12-11,1.74,72.54,1190.77,19.69,6.07,6.7,5.67,4290.0
2024-12-12,1.23,72.51,1185.49,19.46,6.25,6.73,5.59,4412.0
2024-12-13,0.71,72.39,1167.45,18.52,6.25,6.57,5.69,3994.0
2024-12-14,4.56,72.29,1153.45,19.19,6.19,6.84,6.01,4203.0
2024-12-15,0.52,72.3,1154.94,18.84,6.62,6.44,5.26,4479.0
2024-12-16,2.32,72.22,1142.54,18.18,6.19,6.71,6.07,5015.0
2024-12-17,0.65,72.15,1132.18,18.36,6.1,6.68,5.91,4309.0
2024-12-18,0.22,72.07,1120.15,18.12,6.18,6.29,5.89,4175.0
2024-12-19,0.81,71.94,1100.01,18.58,6.27,6.29,6.03,4008.0
2024-12-20,0.33,71.81,1080.42,17.98,6.62,5.64,5.53,3786.0
2024-12-21,2.85,71.71,1066.85,18.39,6.13,6.39,5.86,3419.0
2024-12-22,4.39,71.68,1061.79,17.71,6.51,6.15,5.52,3508.0
2024-12-23,4.08,71.79,1077.41,17.9,6.78,6.48,5.45,3714.0
2024-12-24,4.47,71.93,1099.12,18.36,6.05,7.07,5.58,3816.0
2024-12-25,0.27,71.87,1090.71,17.48,6.64,6.49,5.58,4327.0
2024-12-26,2.41,71.77,1075.59,18.57,6.0,6.03,5.65,4763.0
2024-12-27,2.81,71.65,1056.89,16.5,6.83,6.24,5.22,4526.0
2024-12-28,3.84,71.64,1055.25,17.25,6.53,6.01,5.76,4918.0
2024-12-29,0.08,71.53,1038.57,17.37,6.2,6.4,5.56,4686.0
